image_name,ground_truth,prediction,match,inference_time
day_11370.jpg,48L25419,48L25419,True,0.03241229057312012
night (2112).jpg,18L23468,18L23468,True,0.033559322357177734
night (2076).jpg,53Y28266,53Y28266,True,0.03174114227294922
day_07069.jpg,99L64388,99L64388,True,0.028179407119750977
day_02737.jpg,73T96633,73T96633,True,0.029487133026123047
night (2956).jpg,61J93816,61J938163,False,0.031421661376953125
day_15757.jpg,27J11718,27J11718,True,0.03169822692871094
day_09603.jpg,83J11263,83J11263,True,0.06318140029907227
day_07696.jpg,36Ṭ75968,27Q459388,False,0.03461265563964844
night (751).jpg,49B57166,49B57166,True,0.0356898307800293
day_07226.jpg,18M81188,18M81188,True,0.029862165451049805
day_08354.jpg,58J75567,58J75567,True,0.02742147445678711
day_16878.jpg,37H14966,37H14966,True,0.03897380828857422
day_11401.jpg,22D54358,22D54358,True,0.03515458106994629
day_07718.jpg,29D35635,29D35638,False,0.033008575439453125
day_12175.jpg,65J25188,65J25888,False,0.03414177894592285
day_02380.jpg,81D78566,81D78566,True,0.03423595428466797
day_02855.jpg,41D72724,41D72724,True,0.03620481491088867
day_14048.jpg,33S59238,33S59238,True,0.024933815002441406
day_10156.jpg,73S42521,22S42571,False,0.03993630409240723
day_10290.jpg,83V92810,83V92810,True,0.03438973426818848
day_15269.jpg,69S65916,69S65916,True,0.029637813568115234
day_11377.jpg,72D22111,72D22111,True,0.03390359878540039
day_06189.jpg,79M22788,79M22788,True,0.03381967544555664
day_08425.jpg,35N78568,35N78568,True,0.033007144927978516
day_05202.jpg,15H42366,15H42366,True,0.062744140625
night (760).jpg,95D62710,95D62710,True,0.030287981033325195
day_03449.jpg,34D89879,34D89879,True,0.055339813232421875
day_14110.jpg,37J59789,37J59789,True,0.02393054962158203
day_09604.jpg,82V24463,86V24443,False,0.023120880126953125
day_08044.jpg,18N99643,18N99643,True,0.021259307861328125
day_14571.jpg,38H78610,38H78610,True,0.034032344818115234
night (2967).jpg,36L45216,65L48716,False,0.03183746337890625
day_16920.jpg,21Ṣ16666,21Ṣ16666,True,0.03700613975524902
day_05574.jpg,95H32677,95H32677,True,0.03251934051513672
day_08886.jpg,77T16222,77T16222,True,0.03134441375732422
day_06124.jpg,29S48838,29S48838,True,0.032691001892089844
day_04671.jpg,98Y16822,98Y16822,True,0.03268766403198242
day_05031.jpg,18T66122,18T66122,True,0.030967235565185547
day_09056.jpg,91J65620,91J65620,True,0.06030678749084473
day_06937.jpg,79D84744,79D84744,True,0.04270672798156738
day_05822.jpg,28S56822,28S56822,True,0.040920257568359375
night (1531).jpg,28L36456,28L36456,True,0.06332635879516602
night (3878).jpg,88Ṭ56816,88Ṭ56816,True,0.03278398513793945
night (1455).jpg,88O18678,88O18678,True,0.06274867057800293
day_16761.jpg,13Ṣ92464,13Ṣ92464,True,0.03657126426696777
day_09341.jpg,98Q86593,98Q86593,True,0.06254220008850098
day_14034.jpg,91D33766,91V33766,False,0.03557586669921875
day_06594.jpg,19Ṣ58744,19Ṣ58744,True,0.036200523376464844
day_15674.jpg,66S52518,66S52518,True,0.036161184310913086
day_09720.jpg,74S65611,74S65611,True,0.03714394569396973
night (789).jpg,37M47488,37M47488,True,0.033344268798828125
day_00019.jpg,95M88199,95M88199,True,0.04121661186218262
day_01659.jpg,21Ṣ54895,21Ṣ54895,True,0.03395366668701172
day_15215.jpg,87Q28516,87Q28516,True,0.030935287475585938
night (4016).jpg,55M52616,55M52616,True,0.031202077865600586
day_01360.jpg,26M92998,26M92998,True,0.03549671173095703
night (3113).jpg,86Ṣ21116,86Ṣ21116,True,0.036540985107421875
night (1026).jpg,25M52798,25M52798,True,0.04187202453613281
day_00287.jpg,27L98699,27L98699,True,0.035530805587768555
night (3077).jpg,46L44716,46L44716,True,0.0355222225189209
day_10861.jpg,52Q54529,52Q54529,True,0.0344691276550293
day_11253.jpg,45Q46329,45Q46329,True,0.030267000198364258
day_11986.jpg,98H88422,98H88422,True,0.03484535217285156
day_05169.jpg,76L56638,76L56638,True,0.02820873260498047
day_03722.jpg,69B94566,69B94566,True,0.057511091232299805
day_02162.jpg,39B19336,39B19336,True,0.03488779067993164
day_03343.jpg,21M57138,21M57138,True,0.02966594696044922
day_15963.jpg,41B65699,41B65699,True,0.03306841850280762
day_02048.jpg,56M57512,56M57512,True,0.03301858901977539
day_09024.jpg,46S94993,46S94993,True,0.02895188331604004
day_16876.jpg,78Ṭ98188,78Ṭ98188,True,0.037279367446899414
day_04603.jpg,33Ṭ77182,33Ṭ77182,True,0.030766725540161133
day_06290.jpg,26S76538,26S76538,True,0.0316767692565918
day_06537.jpg,86D42568,86D42568,True,0.03305530548095703
day_10189.jpg,51D63972,51D63972,True,0.0347137451171875
night (1495).jpg,21Y97838,21Y97838,True,0.03177332878112793
day_16065.jpg,86J52555,88J5758,False,0.03122687339782715
day_08205.jpg,67Ṣ68234,67Ṣ68233,False,0.037148475646972656
day_05385.jpg,95M52641,95M52641,True,0.02864384651184082
day_09445.jpg,83J45956,83J45956,True,0.033878326416015625
day_05354.jpg,73L14910,73L14910,True,0.023621797561645508
day_05881.jpg,66M18568,66M18568,True,0.02420783042907715
day_08573.jpg,48H57677,48H57677,True,0.03870654106140137
day_15606.jpg,48Ṣ63418,48Ṣ63418,True,0.02971482276916504
day_04175.jpg,36Y91177,36Y91177,True,0.03073596954345703
night (749).jpg,16B76120,16B76120,True,0.03334784507751465
day_09752.jpg,76V86842,26V86842,False,0.028673410415649414
night (899).jpg,94N41121,94N41121,True,0.03497648239135742
day_02207.jpg,27D82436,27D82436,True,0.0312955379486084
day_10000.jpg,29Q75629,29Q75629,True,0.030796051025390625
day_08859.jpg,31H92763,31H92763,True,0.023922204971313477
day_01773.jpg,68B26236,68B26236,True,0.03372621536254883
day_00133.jpg,81H99563,81H99563,True,0.03378033638000488
day_01005.jpg,68S98116,68S98116,True,0.031685829162597656
day_15449.jpg,29Ṣ86699,29Ṣ86699,True,0.02773284912109375
day_11557.jpg,35Ṣ49977,35Ṣ49977,True,0.03294014930725098
day_14209.jpg,66N99799,66N997598,False,0.02392578125
day_01464.jpg,41L65619,41L65619,True,0.028179407119750977
day_05908.jpg,24Q68322,24Q68312,False,0.033737897872924805
day_03496.jpg,74Ṭ84713,74Ṭ84713,True,0.025513887405395508
day_11691.jpg,96J25520,96J25520,True,0.03198075294494629
day_03331.jpg,55L89911,55L89911,True,0.024363994598388672
day_01121.jpg,82S57766,82S57766,True,0.03508734703063965
day_13326.jpg,51Ṭ94910,51Ṭ94910,True,0.030569076538085938
night (1044).jpg,37Q86416,37Q86416,True,0.03188633918762207
day_03215.jpg,67T54522,67T54522,True,0.02921438217163086
night (4074).jpg,24Ṭ89518,24Ṭ89518,True,0.03183293342590332
day_11012.jpg,28Q16229,28Q16229,True,0.0330815315246582
night (2087).jpg,18B22182,18B22182,True,0.028963327407836914
night (4110).jpg,15D36918,15D36918,True,0.0321810245513916
day_02323.jpg,38N69511,38N69511,True,0.034352779388427734
day_00804.jpg,31M15798,31M15798,True,0.03393292427062988
day_13031.jpg,71L49728,71L49728,True,0.030977964401245117
day_09217.jpg,63D75893,63D75893,True,0.022314786911010742
night (1437).jpg,24Y22299,24Y22299,True,0.030687808990478516
day_08457.jpg,91Ṭ43913,91Ṭ43913,True,0.02175760269165039
night (914).jpg,25Ṣ19388,25Ṣ19388,True,0.03339815139770508
day_15085.jpg,19M96516,19M96516,True,0.027032136917114258
day_06365.jpg,49T92833,48T92833,False,0.028145313262939453
day_16256.jpg,36Ṣ61318,36Ṣ61318,True,0.03527545928955078
day_13508.jpg,16Y23991,16Y23991,True,0.025754690170288086
day_14503.jpg,42Ṭ78922,42Ṭ78922,True,0.03156280517578125
day_14971.jpg,18S86355,18T86388,False,0.031508684158325195
day_15343.jpg,56J33516,56J33516,True,0.02764105796813965
day_07195.jpg,37Y36899,37Y36899,True,0.029992341995239258
day_06072.jpg,17D26910,17D26910,True,0.04739737510681152
day_14275.jpg,82Y16166,82Y16166,True,0.033052682876586914
night (1518).jpg,38D25679,38D25679,True,0.028340578079223633
night (3851).jpg,31Ṭ55788,31Ṭ55788,True,0.03205251693725586
day_04727.jpg,55Y46499,55Y46499,True,0.031499385833740234
day_04080.jpg,22H97688,22H97688,True,0.03309059143066406
day_16520.jpg,79L51744,79L51744,True,0.03147625923156738
day_01418.jpg,23V34534,23V34534,True,0.03625822067260742
day_01681.jpg,42Q28666,42Q38666,False,0.03425288200378418
day_05459.jpg,19Ṣ15188,19Ṣ15188,True,0.028450489044189453
day_01935.jpg,27Ṣ27274,27Ṣ27274,True,0.03309369087219238
day_01547.jpg,24Ṭ71233,24Ṭ71233,True,0.03892850875854492
day_01231.jpg,16M66498,16M66498,True,0.034215450286865234
day_13036.jpg,85O85944,85O85944,True,0.043471336364746094
day_10542.jpg,22V76866,22V76866,True,0.03262209892272949
night (4045).jpg,34Ṭ66116,34Ṭ66116,True,0.03236055374145508
night (1075).jpg,79J66798,79J66798,True,0.03284049034118652
night (3140).jpg,16B64857,16B64857,True,0.0342249870300293
day_08450.jpg,97D39924,97D39924,True,0.03861427307128906
day_04437.jpg,86Y73177,86Y73177,True,0.03402972221374512
night (3860).jpg,18Y58699,18Y58699,True,0.03125119209289551
day_16630.jpg,28Ṣ46855,28Ṣ46855,True,0.033730506896972656
night (1529).jpg,81V42755,81V42755,True,0.030286312103271484
day_00529.jpg,48T85333,48T85333,True,0.03361773490905762
day_05277.jpg,55Y41822,55Y41822,True,0.028808116912841797
day_09210.jpg,85Ṣ55993,8555993,False,0.023392915725708008
day_14165.jpg,35O98718,35O98718,True,0.026328086853027344
night (2996).jpg,61N74416,61N74416,True,0.035445213317871094
day_15725.jpg,64Ṭ14718,64Ṭ14718,True,0.03198885917663574
day_15891.jpg,61D25518,61D25518,True,0.034435272216796875
day_07143.jpg,87Ṣ56534,87Ṣ56534,True,0.04106569290161133
day_10868.jpg,52Ṣ31388,52Ṣ31388,True,0.03493666648864746
day_06075.jpg,87B11910,87B11910,True,0.02759695053100586
night (925).jpg,61M14254,61M14254,True,0.03418540954589844
day_04087.jpg,22H85577,22H85577,True,0.030910491943359375
day_16280.jpg,23T92518,23T92518,True,0.03457164764404297
day_00199.jpg,73T93622,73T93622,True,0.03240489959716797
night (791).jpg,84J73599,84J73599,True,0.025565624237060547
day_06414.jpg,48N71238,48N71238,True,0.030978918075561523
day_16146.jpg,15Ṭ74318,15Ṭ74318,True,0.036060333251953125
day_08326.jpg,57Y86266,,False,
day_16871.jpg,74V31288,74V31288,True,0.030438661575317383
night (3712).jpg,32Y91333,32Y91333,True,0.03614044189453125
day_09830.jpg,37H55877,37H55877,True,0.03589773178100586
night (778).jpg,24O67111,24O67111,True,0.031340599060058594
day_05886.jpg,69S25268,69S25268,True,0.03297734260559082
day_06993.jpg,16N38644,16N38644,True,0.03725004196166992
night (733).jpg,59L49240,59L49240,True,0.03315114974975586
day_15759.jpg,28T81518,28T81518,True,0.03404521942138672
day_12752.jpg,24L19366,24L19366,True,0.049077510833740234
day_00555.jpg,21S11587,21S11587,True,0.03783559799194336
day_15338.jpg,41M51516,41M51516,True,0.028990507125854492
day_02661.jpg,23H67311,23H67311,True,0.03139066696166992
day_00693.jpg,91Y36763,91Y36763,True,0.034474849700927734
day_01774.jpg,95N52233,95N52233,True,0.03627800941467285
night (3086).jpg,35H57257,25H57257,False,0.0331721305847168
day_12837.jpg,56L18210,56L1823,False,0.03440737724304199
day_06009.jpg,74H11538,74H11538,True,0.03282737731933594
day_03757.jpg,91Ṣ62434,91Ṣ62434,True,0.038421630859375
day_12783.jpg,35V13366,35V13366,True,0.03548240661621094
day_09968.jpg,36Ṭ65822,36Ṭ65822,True,0.03553199768066406
day_07228.jpg,92S76753,93S76753,False,0.03031754493713379
day_11696.jpg,23Q16222,23Q16222,True,0.038134098052978516
day_10577.jpg,15Q64929,15Q64929,True,0.027600765228271484
night (3252).jpg,93S33616,93S32616,False,0.032814979553222656
day_00782.jpg,46O11216,46O11216,True,0.03385043144226074
day_01665.jpg,78H61510,29M8221,False,0.035835981369018555
day_14008.jpg,36D77411,36D77411,True,0.03219318389892578
night (1080).jpg,26M16298,26M16298,True,0.030486583709716797
day_01900.jpg,12J62455,12J62455,True,0.03145623207092285
day_07339.jpg,29S65953,29S65953,True,0.02352452278137207
day_11787.jpg,52S11222,52S11222,True,0.03513026237487793
night (2127).jpg,47N93822,47N93822,True,0.041666507720947266
day_14181.jpg,38M44877,38M44877,True,0.030858278274536133
day_04374.jpg,93D26682,93D26682,True,0.024037599563598633
night (2963).jpg,66M93910,66M93910,True,0.03575754165649414
day_16512.jpg,71J78911,,False,
day_08004.jpg,48Y17210,48Y17210,True,0.03710198402404785
day_15371.jpg,22Ṭ62552,23Ṭ62552,False,0.03095841407775879
day_03068.jpg,93V19888,93V1988,False,0.034789323806762695
day_01889.jpg,97Ṭ49112,97Ṭ49112,True,0.030073165893554688
day_08465.jpg,83B56667,83B56667,True,0.028551816940307617
night (764).jpg,12V23477,12V23477,True,0.0273740291595459
day_15710.jpg,34B13518,34B13518,True,0.03451657295227051
day_00059.jpg,45D43671,45D43671,True,0.024802684783935547
night (3837).jpg,49Ṭ66822,49Ṭ66822,True,0.03170061111450195
day_15980.jpg,71D23718,71D23718,True,0.03745627403259277
night (939).jpg,79M26511,79M26511,True,0.02565932273864746
day_16721.jpg,35N94488,35N94488,True,0.034941911697387695
night (1535).jpg,14Q29168,14Q29168,True,0.06644678115844727
day_12149.jpg,65S53499,65S53499,True,0.03708791732788086
day_16057.jpg,36D76518,36D76518,True,0.036226749420166016
day_07083.jpg,34J44467,34J44467,True,0.02722764015197754
day_13368.jpg,23S29110,23S29110,True,0.0313105583190918
day_12528.jpg,42N26255,42N26255,True,0.03320145606994629
day_02543.jpg,16M38633,16M38633,True,0.035993099212646484
day_11104.jpg,22Y56699,22Y56699,True,0.029700040817260742
night (1069).jpg,12M77698,12M77698,True,0.03210592269897461
day_11917.jpg,96Ṭ47611,96Ṭ47611,True,0.033247947692871094
night (4059).jpg,21S47818,21S47818,True,0.03143191337585449
day_10821.jpg,54Q71588,54Q71588,True,0.03234601020812988
day_09638.jpg,62M56155,62M56159,False,0.03196001052856445
day_11672.jpg,89Y55666,89Y55666,True,0.034680843353271484
night (4012).jpg,85B72116,85B72116,True,0.029941082000732422
day_07919.jpg,41T45914,41T45914,True,0.037380218505859375
day_10795.jpg,25S97251,25S97251,True,0.02804398536682129
day_01320.jpg,51S64216,51S64216,True,0.03439760208129883
day_08419.jpg,28D68453,28D68453,True,0.027092695236206055
night (3117).jpg,71B94316,71B94316,True,0.03846096992492676
day_16679.jpg,78L24244,78L24244,True,0.0384821891784668
night (3073).jpg,59L69816,59L69816,True,0.03237128257751465
night (1022).jpg,48Y46334,48Y46334,True,0.026797771453857422
night (1460).jpg,15Q14726,15Q14726,True,0.031527042388916016
day_13419.jpg,22V85510,22V85510,True,0.033721923828125
night (1504).jpg,41Ṣ54322,41Ṣ54322,True,0.028941631317138672
day_09767.jpg,56J46722,56J46722,True,0.03860783576965332
night (943).jpg,85M77820,85M77820,True,0.028293848037719727
day_05361.jpg,62Ṣ48810,62Ṣ48810,True,0.028374195098876953
day_16726.jpg,85D78566,85D78566,True,0.03398609161376953
day_04521.jpg,72J85799,72J85799,True,0.04131937026977539
day_07434.jpg,12Ṭ14977,12Ṭ14977,True,0.025962352752685547
day_06502.jpg,67Ṭ94872,67Ṭ94872,True,0.03609466552734375
day_03989.jpg,37V73588,37V73588,True,0.0357060432434082
night (908).jpg,93Y57399,93Y57399,True,0.026560068130493164
day_07342.jpg,71Ṣ16374,71Ṣ16374,True,0.025714874267578125
day_05865.jpg,87M51299,87M51299,True,0.027369976043701172
day_05417.jpg,56Ṣ41414,56Ṣ41414,True,0.027739524841308594
day_05076.jpg,83L23110,83L23110,True,0.02574324607849121
day_01168.jpg,18M43798,18M43798,True,0.03240799903869629
day_16843.jpg,91B94755,91B94755,True,0.038990020751953125
day_01451.jpg,83B63398,83B63398,True,0.031435251235961914
day_16108.jpg,14D85618,14D85618,True,0.03472280502319336
night (1013).jpg,18Ṣ61411,18Ṣ61411,True,0.04156088829040527
night (3126).jpg,31H93757,31H93757,True,0.03246498107910156
day_16569.jpg,77Y91511,67Y91511,False,0.03754687309265137
day_03765.jpg,73Q28868,73Q28868,True,0.024137496948242188
day_11910.jpg,21L22555,41N27558,False,0.03473496437072754
day_13541.jpg,15Y44691,15Y44691,True,0.02346205711364746
day_04018.jpg,93V78288,93V78288,True,0.03871798515319824
day_12301.jpg,81H14410,81H14410,True,0.03137660026550293
night (4068).jpg,58B79418,58B79418,True,0.03496742248535156
night (1058).jpg,26M54398,26M54398,True,0.028626680374145508
day_00567.jpg,12V81534,12V81534,True,0.03777909278869629
night (4081).jpg,21J36824,21J36822,False,0.033959150314331055
night (2116).jpg,42Ṣ62111,42Ṣ62111,True,0.03348231315612793
night (2072).jpg,14B76455,14B76455,True,0.03467392921447754
day_03924.jpg,54V68977,54V68977,True,0.03501486778259277
day_11751.jpg,31M42811,31M42811,True,0.03864336013793945
day_08948.jpg,18S88955,18S88955,True,0.03368091583251953
day_15139.jpg,56D12216,56D12216,True,0.03165245056152344
day_14621.jpg,51Q96299,51Q96299,True,0.032329559326171875
day_08314.jpg,67V65153,67V65153,True,0.023471355438232422
night (755).jpg,79Ṭ34140,79Ṭ34140,True,0.03121471405029297
day_04712.jpg,11S76811,11S76811,True,0.03259730339050293
day_11268.jpg,34D27422,34D27422,True,0.03287672996520996
day_15376.jpg,57M92916,57M92916,True,0.031087160110473633
day_09585.jpg,39J18320,49J1832,False,0.03545093536376953
night (1489).jpg,42D99733,42D99733,True,0.02938985824584961
day_10049.jpg,42Ṣ15811,42Ṣ15811,True,0.03884434700012207
night (2952).jpg,72Ṭ82518,72Ṭ82518,True,0.036858320236206055
night (4041).jpg,72L85116,72L85116,True,0.03362417221069336
night (1071).jpg,67Ṭ81944,67Ṭ81944,True,0.03373551368713379
day_12257.jpg,92Ṭ26110,92Ṭ26110,True,0.03256845474243164
day_00050.jpg,68M55435,68M55435,True,0.0234224796295166
night (3144).jpg,63B12743,63B12744,False,0.032317161560058594
day_10163.jpg,86D55511,56155511,False,0.03733468055725098
day_04288.jpg,49Y51888,49Y51888,True,0.03496146202087402
day_00396.jpg,91B91510,91B91510,True,0.03473782539367676
day_00431.jpg,17Y96973,17Y96973,True,0.03252887725830078
day_03987.jpg,31M92610,31M92610,True,0.03446221351623535
day_05078.jpg,25T95622,25T95622,True,0.032077789306640625
day_11434.jpg,46D45173,46D45173,True,0.03215217590332031
day_15958.jpg,29B77318,29B77318,True,0.03364753723144531
day_02938.jpg,89D91755,89D9175,False,0.03162646293640137
day_07214.jpg,76V92353,76V92353,True,0.025417327880859375
day_06826.jpg,12J72687,12J72687,True,0.03961825370788574
day_12018.jpg,69H98277,69H9827,False,0.03597903251647949
day_14595.jpg,67N79511,67N79511,True,0.03276538848876953
night (845).jpg,16V62544,16V62544,True,0.03302574157714844
day_06792.jpg,69V83868,69V83868,True,0.03358960151672363
day_15472.jpg,17Ṣ16788,17Ṣ16788,True,0.029689788818359375
night (921).jpg,95M24510,95M24510,True,0.029178380966186523
day_04760.jpg,97L28499,97L28499,True,0.03700089454650879
day_13239.jpg,46B74866,46B74866,True,0.031023502349853516
night (795).jpg,44D56933,44D56933,True,0.03244781494140625
day_05687.jpg,84J66899,84J66899,True,0.028224468231201172
day_14544.jpg,64M12916,64M12916,True,0.032466888427734375
day_16670.jpg,68B31699,68B31699,True,0.036307573318481445
night (2642).jpg,36M67455,36M67455,True,0.0336916446685791
night (1449).jpg,21Y57615,21Y57615,True,0.030089139938354492
night (3864).jpg,66Q16216,66Q16216,True,0.029847145080566406
day_04477.jpg,56Ṣ86722,56Ṣ86722,True,0.03554058074951172
day_05237.jpg,58B41320,58B41320,True,0.02834343910217285
night (2992).jpg,91Ṭ15916,91Ṭ15916,True,0.03278493881225586
night (737).jpg,77N18255,77N18285,False,0.0265505313873291
day_02779.jpg,12V36134,12V36134,True,0.038147687911987305
day_11499.jpg,37N26144,37N26144,True,0.034667015075683594
day_10669.jpg,48Q52729,48Q52729,True,0.028417348861694336
day_07330.jpg,78B33749,78B33749,True,0.02629852294921875
day_15690.jpg,39Ṭ49618,39Ṭ49618,True,0.033411502838134766
night (3716).jpg,38J18610,28J18610,False,0.0356748104095459
day_11029.jpg,48Q54929,48N54929,False,0.02739095687866211
day_16785.jpg,96V72155,96V72155,True,0.03545522689819336
day_10208.jpg,46Q56911,46Q56911,True,0.03448033332824707
day_15924.jpg,19B82551,19B82551,True,0.03719353675842285
day_02536.jpg,16V51334,16V51334,True,0.039043426513671875
night (3082).jpg,39L23816,39L23816,True,0.03447556495666504
day_00602.jpg,53Q43263,53Q43263,True,0.035274505615234375
day_10350.jpg,47Q19929,47Q19929,True,0.02940082550048828
day_10885.jpg,37Ṭ56838,37Ṭ56838,True,0.03266406059265137
day_15378.jpg,81Q45516,81Q45516,True,0.0322721004486084
day_10854.jpg,46Ṭ81766,46Ṭ81766,True,0.03530240058898926
day_06098.jpg,79O23478,79O23478,True,0.03301835060119629
day_13533.jpg,87Q27691,87Q27691,True,0.027906179428100586
day_13941.jpg,47Ṣ29679,47Ṣ29679,True,0.02328634262084961
day_03872.jpg,96D59210,96D59210,True,0.024280786514282227
day_01880.jpg,92D71488,92D71488,True,0.030660390853881836
day_04692.jpg,47Ṭ34352,47Ṭ34352,True,0.03642725944519043
day_14467.jpg,56D25216,56D25216,True,0.031245946884155273
day_14815.jpg,24H72621,24H73621,False,0.0344996452331543
day_10579.jpg,54D31320,54D31320,True,0.0317227840423584
day_07787.jpg,15V24534,15V24534,True,0.03573131561279297
day_15580.jpg,52M29522,52M29526,False,0.029620647430419922
day_07020.jpg,17B74320,17B74320,True,0.03424859046936035
day_06201.jpg,56M56438,56M56438,True,0.0316317081451416
day_02469.jpg,83Ṣ83312,83Ṣ83312,True,0.02921581268310547
day_07490.jpg,18N29968,48N7788,False,0.03205513954162598
night (1491).jpg,57O95878,57O95878,True,0.03475809097290039
day_16025.jpg,78D87618,78D87618,True,0.03448963165283203
day_09064.jpg,13Ṣ39593,13Ṣ39593,True,0.025943994522094727
day_05003.jpg,29Y13488,63Y7239,False,0.03662896156311035
day_08183.jpg,27L91144,87L91122,False,0.034697771072387695
day_12063.jpg,49M16233,49M16233,True,0.0316462516784668
day_00605.jpg,23N78899,23N78899,True,0.029855966567993164
day_02150.jpg,11L69988,11L69988,True,0.03190302848815918
night (4099).jpg,81J82451,81J82451,True,0.032004594802856445
day_03066.jpg,66T67922,66T67922,True,0.029957294464111328
day_02626.jpg,12V53534,12V53534,True,0.035298824310302734
day_01733.jpg,48Ṣ34710,48Ṣ34710,True,0.030888080596923828
day_00173.jpg,83B36566,83B36566,True,0.02739572525024414
day_00512.jpg,27L98699,27L98699,True,0.029233455657958984
day_13155.jpg,22T84622,22T84622,True,0.02823019027709961
day_03142.jpg,38Ṣ12134,38Ṣ12134,True,0.036154985427856445
day_11890.jpg,13N65142,13N65142,True,0.03840279579162598
day_14869.jpg,36Q36716,36Q36716,True,0.029202699661254883
day_10977.jpg,33Ṭ26438,33Ṭ26438,True,0.031885623931884766
day_04149.jpg,62S77877,63S77872,False,0.031108379364013672
day_12250.jpg,64S46422,64S46422,True,0.03201460838317871
day_02363.jpg,11Ṣ36674,11Ṣ36674,True,0.0310823917388916
day_03951.jpg,69Q24488,69Q24488,True,0.029052734375
day_11724.jpg,47N68511,47N68511,True,0.03401017189025879
day_05368.jpg,55V67810,55V67810,True,0.0316774845123291
day_00391.jpg,99Ṭ83317,99Ṭ83313,False,0.028955698013305664
day_16088.jpg,93J47828,93J47828,True,0.03756284713745117
night (1040).jpg,21M96598,21M96598,True,0.03169584274291992
day_09479.jpg,57V87663,57V87663,True,0.030147075653076172
night (4070).jpg,18Ṭ89218,18Ṭ89218,True,0.03640103340148926
day_03255.jpg,13V32524,13V32524,True,0.040018558502197266
night (2083).jpg,52B71699,52B71699,True,0.02851581573486328
day_02415.jpg,26B94136,26B94136,True,0.03208494186401367
day_12526.jpg,95Y15855,95Y15855,True,0.03093552589416504
day_04198.jpg,29B21899,29B21899,True,0.031539201736450195
day_11841.jpg,33D81144,33D81144,True,0.03824663162231445
day_03193.jpg,93Ṣ96610,5778819,False,0.0318455696105957
day_07213.jpg,18Y34511,18Y6340,False,0.02971673011779785
day_09521.jpg,98Ṣ58534,98Ṣ47599,False,0.0345301628112793
night (1478).jpg,21Ṭ42110,21Ṭ42110,True,0.030730485916137695
night (3855).jpg,89Q42416,89Q42416,True,0.029499292373657227
day_09636.jpg,55Ṭ48899,55Ṭ35899,False,0.030127763748168945
day_15303.jpg,18L17216,18L17216,True,0.028649568557739258
day_12769.jpg,25Ṣ36110,25S36119,False,0.028906583786010742
day_03809.jpg,53Y35866,53Y35866,True,0.026278972625732422
day_06325.jpg,23D64122,23D64122,True,0.03396797180175781
day_01722.jpg,16N38710,96N38710,False,0.03359556198120117
day_13525.jpg,17N14191,17N14199,False,0.027612686157226562
day_03077.jpg,53T95722,53T95722,True,0.03260517120361328
night (2102).jpg,27Q96421,27Q96421,True,0.023696184158325195
